Name,Class 10th Percentage (%),Class 12th Percentage (%),Mathematics-I [T],Applied Physics-I [T],Applied Chemistry [T],Communication Skills [T],Applied Physics-I [P],Applied Chemistry [P],Communication Skills [P],Engineering Graphics [P],Engineering Workshop Practice [P],Sports and Yoga [P],Semester-I (SGPA),Mathematics-II [T],Applied Physics-II [T],Introduction to IT Systems [T],Fundamentals of Electrical and Electronics Engineering [T],Engineering Mechanics [T],Applied Physics-II [P],Introduction to IT Systems [P],Fundamentals of Electrical and Electronics Engineering [P],Engineering Mechanics [P],Semester-II (SGPA),Computer Programming [T],Scripting Languages [T],Data Structures [T],Computer System Organisation [T],Algorithms [T],Computer Programming [P],Scripting Languages [P],Data Structures [P],Summer Internship-I,Semester-III (SGPA),Operating Systems [T],Introduction to DBMS [T],Computer Network [T],Software Engineering [T],Web Technologies [T],Operating Systems [P],Introduction to DBMS [P],Computer Networks [P],Web Technologies [P],Minor Project [P],Semester-IV (SGPA),E-Governance [T],IoT [T],Information Security [T],Advance Computer Network [T],Data Sciences [T],Renewable Energy [T],Summer Internship-II,Semester-V (SGPA),Entrepreneurship and Startup [T],Mobile Computing [T],Software Testing [T],Project Management [T],Artificial Intelligence [T],Mobile Computing [P],Software Testing [P],Major Project [P],Seminar,Semester-VI (SGPA),final_cgpa,Information Security [P]
Student_73,74.75,88.24,C,B+,A,C+,B,A+,C,C+,A,B,7.36,A,C+,C,C,B,A+,C,B,C,8.81,A+,A+,C+,A+,B,B+,B,C,A,8.3,C,A+,B,C+,A+,C+,A,B+,A,A,9.13,B,B,A+,C+,C,B+,A,6,C+,B+,C+,B,B+,B+,B,A,C,6.85,,B
Student_74,78.37,68.18,B,B+,C,A+,C+,A+,C+,B,A+,C+,6.36,B+,B+,C+,C,C+,C,C+,A+,C,8.76,B+,A,B,C+,C+,A+,B+,A+,B,6.25,B+,B+,C+,B+,C+,C,A,A+,C+,B+,7.85,A+,B,A+,A+,B+,A+,B,9.45,C+,A,A,A,B,A,C,C+,C,9.14,,A+
Student_75,84.86,85.05,B,C,A+,B,C+,B,A,A,A+,A+,9.23,A+,C+,C+,A,A,A,B+,A,B+,9.71,B,C+,C+,C+,B+,C+,A+,B,B,8.76,C,C+,B,B,C+,C,A,B+,B+,C+,6.84,B,C,B,C,B,A,C,7.8,B,C,C+,B+,A,A+,C+,A,A+,9.06,,A
Student_76,73.76,93.62,B+,A+,A,B+,B+,A,A,C,B,B+,6.67,C,A+,B,A+,C+,A+,B,C+,B+,7.98,A,B+,B+,B,A,A,A+,B+,B,9.63,B,B,C+,A+,B,B,C+,C+,C+,B,6.48,A,C+,A+,A,B+,C+,A,7.18,B,B+,C,A+,A+,A+,C+,C,C,6.83,,C+
Student_77,90.93,81.54,C,B,C,C+,C+,A,C+,B,A,B+,9,A,B+,B+,B+,C,A+,C+,A+,B+,6.98,C+,C,A,A+,B,B+,A,B,A+,6.75,B,B+,B+,A+,B+,A,A+,C,B,B,6.25,C,B+,C,C+,A,C,C+,9.56,A,B+,A,B,C+,B,A,A,B,8.18,,A+
Student_78,66.97,80.91,A,B+,A+,B,B,A,B+,B+,A+,A,7.08,A+,B,B,C+,B+,A,B+,A+,C+,7.83,A,A,C,B+,C,B,B,C+,C+,8.89,C,C+,B+,C+,C,B+,B+,B,C+,B+,8.72,A,C,A+,B+,C,A,B+,8.66,A+,C+,C+,A,A,B+,B+,A+,A,7.08,,A+
Student_79,83.82,60.36,B+,A+,B,C+,A+,A,B+,B,B+,C+,9.7,A,C+,B+,A,C,A+,A,C+,B,6.29,C,C+,C,B,C,C+,A,A,C+,9.53,B+,C,C,A,C,A,A+,B+,A,B,6.83,A,C,B,C+,C,C+,B,6.83,C+,C+,A,A+,B,C+,B,B,A+,6.84,,C+
Student_80,81.26,76.68,A,B+,C+,B,A,B+,A,A,C+,C+,7.12,A,B+,B,C,C,C,C,A+,A+,8.96,C,C,A,A+,C,C,B,B,A+,7.06,B,C+,A,A+,C+,A,A+,A,A,A+,8.35,A+,B+,B+,B,C+,B+,C+,6.87,B,B+,B,C+,A,B+,C,B+,A+,9.31,,A+
Student_81,77.77,90.1,B+,C+,A+,B,B,A,C+,C,C,A+,8.12,B,A,B,C+,B+,B,B+,C+,B+,7.92,A,C+,A+,B+,C+,A,A,A,C,6.27,B+,B,B,B,A,C,C,B,C+,B,6.19,B+,A,C+,B+,A+,C+,B,9.19,B+,C,B+,A+,B,A,B+,C+,A+,6.93,,C+
Student_82,70.51,66.27,A+,B,A+,A+,C,A+,C+,B,C,B+,7.73,B+,C,B,B+,A,A,B+,A,A+,9.64,A,C+,B+,A,A+,B,B+,C,B,6.21,C+,C+,A,B+,A,A+,A,C+,A,C+,9.35,B,A+,B+,B,C,A,B,6.5,A,A,A+,B,B+,C,A,C+,C+,8.16,,A
Student_83,76.18,81.61,A,C,B,C,A+,C,C,B+,A,A,9.77,A,C,C,A,C+,A+,B,C,C,9.71,B+,C,C+,A+,A+,C,B+,A+,A,9.6,C+,C,A,B,C,B+,B+,B+,C,B,8.53,C+,B+,C+,A+,B,C+,A+,8.87,B+,C,A,B,A+,A+,C,C+,C+,6.06,,C
Student_84,86.59,65.99,A,C+,A,C,C,C+,C,B+,A+,C+,7.25,C,A+,B+,C,A+,A,A+,A+,C,7.29,A+,A+,B+,B,B+,A,B+,B+,C,7.8,B,C,C,B+,B+,C,A+,C+,A+,B,6.77,A,C+,A+,A+,A+,A,A,6.17,A,B+,C+,C,B,B+,B,B,C+,6.19,,A+
Student_85,76.79,68.95,B+,B,B+,A+,C+,B+,C,A+,B+,B+,7.41,C,B,B+,A,A,C,B,B+,A+,9.33,A,A,A+,B+,A+,B,B,A+,A+,9.54,A+,C,C,B+,B,B+,A+,C+,A+,A+,6.61,B,A,B,A,B+,C,A,8.49,A+,C,A+,B,A+,B+,C+,B+,C,9.21,,B+
Student_86,90.01,71.99,B+,B+,C,A+,C+,C,A+,A,A,C,6.66,B,A,C+,B+,C,B,C,B+,A+,6.05,A+,A,A,A,C+,C+,A+,B+,A,9.79,C,B+,C,C,C,A+,C,C,A+,C+,8.5,A+,A+,B+,C,B+,B,C+,8.33,A+,A,A+,B+,A+,B,B+,A,A+,9.4,,B+
Student_87,80.22,66.74,B+,A+,A+,A+,A+,C+,A,C+,A,C,8.87,C+,A+,C+,A,C,A+,C+,C,C,6.68,C,A+,A+,B+,B,C+,B,B,B+,7.99,A+,C+,A+,C,B,A+,A,B,A+,A,8.36,B,A,B+,B+,B+,C+,C+,9.17,A+,C+,A,A,C+,B+,A+,A,A,9.33,,C
Student_88,73.71,75.99,B+,C,B+,C,B,B,A+,C+,B+,B+,9.19,B+,B+,A,A+,B,A+,C+,A+,C,6.98,C,C,A+,B+,C,C+,B,B+,B+,8.1,A,B+,A,B+,C,C,C+,B,B,A,9.21,A+,A,C,A,C+,A+,C+,7.17,A+,B+,B,B,B,C+,B,C,A,6.51,,A+
Student_89,65.21,83.91,A+,B+,B,B,C,A+,A+,C+,C,C+,8.57,B+,A+,B,B,B,B+,B+,A+,A+,7.15,B,A,A,A+,A,A+,B+,C,A,9.7,C+,B,B,C,A,A+,C,C+,C+,B,8.81,A,B,B,A,B+,C+,B+,9.17,B+,A+,B+,A+,A+,B,A,C,B,8.7,,A+
Student_90,90.6,63.19,C,A+,C+,A,B,C+,C,A,C+,B+,8.86,A,B+,B,B+,C,C,C,C+,B+,6.41,B+,A,A,B+,B+,C,B+,B+,C,9,C+,A+,A+,C,C,C,B,A+,A+,B,9.44,C,C+,B,B+,B+,B+,A,8.34,C,A+,A+,A+,B,C,C+,C+,C+,8.47,,C+
Student_91,66.31,61.42,A+,C,B,C+,A,B,A,C,A,C+,7.54,A+,C+,B+,B,C+,C+,B+,C,C,6.82,A+,B,C+,C,C+,B,A+,A,B,8.23,B+,A+,B+,B+,C+,B,B+,C+,A+,C+,6.98,B+,B,C,C+,B+,A+,C,8.84,B,C+,C,A+,A,A+,C+,C,A+,8.49,,C
Student_92,70.71,77.89,A,C,B+,B+,B,A+,C+,C+,A+,C+,9.67,A+,C,C+,B+,A+,A,A,C,A+,8.09,A,C+,A,A+,B,A+,B+,B,C,8.88,B+,B+,A,A+,B,B+,C+,B,C,A,8.35,A,A,C,A,A,C,C+,8.71,A,A+,B,A,A+,C+,C+,A,B+,8.01,,C
Student_93,90.71,65.03,A+,C,A,B+,A+,B,C+,B,C+,B+,9.74,B+,B+,A+,A+,A+,A+,A,C+,C+,9.57,B+,B,C+,C,B+,C+,B,A,C,7.96,A,B,A+,A+,C+,C,A,B,A,C,6.71,A,A,B,C,C,A+,C,8.02,C,A,A+,C,B+,A+,C+,B+,C+,7.06,,C+
Student_94,60.72,77.76,C,C,B+,B+,B+,C+,A+,A,B+,C+,6.98,C+,C+,C+,B+,C+,B+,B+,A,C,9.66,A,B,C+,B,B+,C,A+,B+,B,6.07,C+,B,B+,C+,C+,C,B,B,B+,A+,7.7,C+,B,B+,C+,A+,A,B+,7.58,C,B,B+,C+,A+,B+,B+,B,C,9.45,,A
Student_95,63.5,61.66,C+,B,B+,A+,B+,B+,B+,C,B,B+,6.14,A,B,A,A,B+,A,B,B+,C,6.89,B,A,C+,B+,C+,C+,A,C+,B,6.75,A,A,B,C+,B+,A+,C,C,B,A+,7.14,B+,B,C+,B+,C+,A+,A+,6.87,B,B+,C+,B,C+,A+,A,B+,A,6.09,,B+
Student_96,64.6,68.12,A,C,A,B,B,A,A,A+,B+,C,7.93,A+,C+,B,B+,C,B+,A+,A+,B,7.07,A,C,A+,C,C,B,B+,A,A,8.15,A+,A+,A+,A,A,C,C,C,A,C+,6.28,A+,A+,C+,A,B,C,B,7.31,C,C+,B+,A,B+,A+,C+,C,C,8.41,,A+
Student_97,72.56,60.52,C,B+,B+,C,C,C+,A+,B+,B+,A,8.68,C,C,B+,C+,C+,A+,B+,B,A,8.67,B+,B,C+,B,A,A+,A+,B,B+,7.92,B+,C,A,A+,C+,A+,A,C+,C+,B,7.02,A,A+,B+,B,A,A,C+,8.89,B+,C,C,C+,C+,B,B+,B+,C+,7.13,,B
Student_98,70.43,93.34,C,B+,A+,A+,A+,A+,A+,A+,C,A+,9,C,A+,A,C+,B+,B+,A,B+,C,6.99,A+,B+,B+,A+,C+,C,C,B,A,6.86,C+,C,B,A,B+,A+,B+,B+,C,C+,8.57,B+,A,A+,A,C,B+,B,7.09,C+,A+,C+,A+,C+,A,B,B,B+,6.72,,B+
Student_99,90.09,92.26,A,C,A+,A+,A,A,C+,C,A+,B,8.18,A,A+,A+,C+,A+,B+,B+,A,B,8.57,A+,C+,C+,A,C+,A,A+,B,C,9.43,B,A+,A,B+,C,B+,C+,B,A+,C,9.46,B,B+,A,A,B,A,A+,9.44,A,A,A,A+,B,A,C,B+,C,8.1,,A
Student_100,72.58,90.23,C+,B+,C+,B+,B+,B+,A,A,A,A,9.05,A,A+,B,C+,B,A,C,B,C,8.61,B,B+,A+,A,C+,B+,B,A,C+,8.84,B+,C+,B,B,C+,C+,A+,B,B,C,9.32,B,B+,B,A,C+,A+,A,6.83,C+,C+,A,C,B,A+,C+,B+,C,8.87,,B
Student_101,63.26,66.53,C+,A,B,C,C+,A+,A+,B+,A,B+,6.63,A+,A+,C+,C,A+,B,A+,B,B+,6.83,B+,C+,A+,A+,A+,C,B,A+,C,8.55,B,B+,B,B+,B+,B,C,B+,C,C,9.48,A+,B,B,B+,B,C+,C,8.99,B,C+,B+,C,A+,B,B,C+,A,7.77,,B
Student_102,81.12,61.01,C,B+,C+,C,C,B+,B+,B,A,B,6.55,A,C,C,B+,A,C+,B+,A,C+,7.92,A,C,C,A,C,C+,A+,B+,A,7.73,B,C+,B,A+,C,A,C+,A+,A+,B,9.7,A+,C+,C+,C,A,A,C+,6.95,A+,C+,B+,C,C,C+,B+,B,C+,7.27,,A
Student_103,66.53,61.38,B+,C,B,B,A+,A+,B+,A,C+,A,8.2,B+,C,C,C+,A+,B+,A,B,C,6.43,A,A,B+,A,C,C,A,C,C+,6.15,C+,B,B+,B,B,C+,A+,C,A,C,6.21,B,C+,A,C+,A+,B+,B,8.05,A+,A+,A,A+,C+,B+,A,C,B,6.94,,B
Student_104,79.54,82.16,B+,B,C,A,C+,A,B,B+,B,B,6.58,A+,C,A+,C+,A+,A,B,A+,B+,6.23,B+,C+,B+,A,B,A,B+,B,B+,8.97,B+,A+,A,A,B,C+,C,B+,A+,C,6.25,B+,A+,C+,C,B+,C+,C+,9.77,C,A+,C,B,C+,B+,B,A+,A+,6.89,,A+
Student_105,72.8,87.37,B+,B,B,A,A,C,A,C+,B+,C,8.96,C+,A,C+,B+,A+,B,B+,A,C+,9.09,A,C,B,A+,B+,A,C,A+,C+,6.52,B,A,B+,B,B+,A+,B+,B+,A,A+,8.1,C+,C+,A,C+,B+,A+,A,7.32,B+,C+,B,A+,A,A+,B+,A,B+,8.76,,A
Student_106,82.37,85.81,B+,A,B,A,A,A,A,C+,A+,C,6.49,A+,B+,B+,C,A,A+,C,B,B+,8.92,C+,B+,A+,C,B,A,A+,B,C,7.15,C,A+,A,A,B+,C,A,C,B,C,9.01,A+,C+,C+,B,A,A+,B+,8.08,A+,A+,C,B,B+,B,A,C+,B,6.09,,B
Student_107,83.6,80.75,C,A,C,B+,B+,B+,B+,B,A+,C+,9.13,C+,A,C,B,B,B,B,A,A,7.89,C+,A+,A+,B,B+,C+,B,B,A+,8.72,A+,B+,C+,A,A,A+,A,B+,B,C,7.96,A,B,A+,B,C+,C,C,8.49,C+,B,C+,C+,B+,C+,A+,A,B,9.63,,A
Student_108,87.84,63.58,B,B,B+,A,B+,C,A+,C+,A+,B,7.5,A+,B,A,C,B+,A,B+,C+,A+,6.63,B,C,A,C+,B,A,C,B+,C+,9.22,B+,C+,B+,C+,A,A,A+,B+,A,C,8.9,B+,B+,A,A,B,A,B,8.87,B+,A,C,C+,B,B,C,A,C,8.85,,C+
Student_109,84.6,87.77,C,B+,C+,A+,A,A,C+,B,C+,A,6.4,C+,B,B,A+,C+,B+,B,B+,C+,9.19,B,A,B,C,B,C+,B,A+,A+,8.29,A+,C+,B+,C+,B,C+,A+,C+,B,C,6.57,C,C+,A,A,C+,A+,A,6.33,C+,A,B+,A,C,B+,A,C+,B,8.14,,B+
Student_110,66.22,73.94,B,C,C+,A,A,C+,C+,B+,B,B+,7.07,B,C,A,B+,B,A,A+,C+,A,7.07,B+,C,A,B+,A,A+,A+,A,A+,9.4,A,B+,B,C+,B,C+,A,C+,C,C+,9.45,C+,A,A,B,C+,C,A+,6.96,C+,C,B,C,A,A,C+,C,C+,9.44,,C+
Student_111,70.12,84.71,B+,A,A,B,C,C,C+,B+,C,A+,6.72,A,C+,B,C+,C,A+,B,A,B+,8.51,C,C,A+,A+,B+,B,A,C+,A,6.85,B,B,C+,B,B,A+,A+,A+,C,A+,6.44,B,C,B+,A,B,B+,A,9.02,A+,A+,B+,B,A+,C,C+,A+,A+,6.02,,A
Student_112,75.8,89.05,B,C+,C+,A+,C,B,C+,B,B+,C+,8.16,C+,A+,C+,B,B,A+,B,A+,C,7.14,A+,C+,A,B+,B,B,C,A+,A,7.23,A+,B,A+,B,C+,A+,C+,A+,B+,B,7.65,A,C,B+,A+,A+,C+,C,7.35,C+,C+,C,B+,C,B,C+,A+,C+,8.96,,A+
Student_113,74.1,70.32,A+,A+,C,C,B,A+,A+,A+,B,A+,9.55,B,B,A+,C+,A+,C,B+,C,C,7.4,B,B+,A+,B,C,A,A,B+,C,9.64,B,B+,C+,A,B+,B+,C+,C,B,A,9.55,A+,B,C+,B+,C,A,A,7.59,C+,A+,A,B,C,A,A+,C,A+,8.05,,C
Student_114,89.81,78.59,A,B,A,A,C,A+,C,C+,B+,C+,9.78,A,B+,A,C+,A,B+,B,B,C,6.25,C+,C+,C+,B,B,A,A+,B,C+,6.52,A,A+,A,C,A+,A,B,A,A,A+,7.46,A,B,A+,C,C+,B+,C,6.12,A+,C,B,C+,B+,C+,C,C,C+,7.99,,B
Student_115,73.46,72.2,B+,A+,B,A,C+,C+,A,C+,C,A+,9.72,C+,C,C,B+,B,B+,A,A+,C+,6.5,C,B,C,C+,B+,A+,A+,A+,A,6.78,C+,B,B,A,A+,B,B+,C+,C,B,9.15,B,A+,C+,B,B+,B,A+,7.26,A,C,C,C,B,C+,B+,A+,A+,6.31,,A+
Student_116,88.98,82.16,B+,A,A,B,A,C+,C+,C+,A+,C,9.5,C,C+,B,B,A,A+,C,C+,A+,6.17,C+,C+,B,C+,A,B,B+,B,B+,8,C,A,A,B,B+,B+,B+,B,B+,B,8.04,A+,B+,C+,B+,C,A+,A+,9.54,C+,A,A+,C+,A,C,C,A,C+,7.32,,C+
Student_117,73.34,73.63,A,B,C+,C+,A+,A+,A,B+,A,B,8.43,B,A,B+,C,C+,A+,A+,B,C,8.88,C,B,C+,A,A,B+,C,A+,C,8.22,C,C+,B+,C,B,A,C,B,C+,A+,7.95,A+,B+,B,A,C,B+,B,8.72,B,B,A+,C+,B,C+,C+,A+,B,9.73,,B
Student_118,77.77,68.75,C+,B+,A,A,A+,A+,A+,A,A+,A,7.53,B,A+,B,B,C+,A,B+,C+,C,8.62,B,A+,B+,A+,B,B+,A,C,A,6.09,C+,B,A+,A+,C,A+,A,A+,B,B,7.72,C,A+,B+,B+,A+,C,B,8.29,B,A,C,C+,B,A+,A+,B,C,8.79,,C+
Student_119,83.77,77.07,B+,C,C+,C,C,C+,A+,B,B,C,9.23,A+,C,B,C,B+,B,C+,B+,B,8.11,C+,A+,C+,B,A+,C+,A,B,B+,6.08,A+,C,C+,B+,B,C,A,B+,B,B+,7.13,A,A,C+,C,B,C+,A,7.96,B+,B,C,C,A+,C,C,C,C,8.99,,B+
Student_120,90.24,90.57,C+,C+,C,C,B+,B+,A,C,B+,C+,8.18,C,A+,C+,B,B+,C,C,C,B+,7.11,B,A+,A+,B,A+,B,B+,B,B+,8.77,A+,B+,A,C+,B,C+,A+,C+,C,C,8.02,A,C+,A+,A+,B,C+,C+,7.59,C+,C,C+,B,C,B+,C+,C,C,7.34,,C
Student_121,90.18,67.61,B+,B+,A+,C+,A,C+,C+,B+,A+,C,8.86,B+,C+,C+,B,C+,B+,C+,B,A+,8.66,B,B,A+,B,B+,B,A,A+,C+,7.67,A,B,A+,C+,A,C+,B+,C,B,B,9.71,C,A+,C,A,B+,A,A+,8.59,C,C+,C,A,B+,C,A+,A,B+,6.51,,B
Student_122,90.02,64.8,C,C+,A+,C,C+,B+,C,A+,C+,B+,7.78,C+,A,A,A,C+,C+,B,C,B,7.23,A+,C+,A+,C,A+,C+,B+,B,C+,9.65,B,A,B+,C,B,C,A+,B+,B,A,9.12,C+,B,B,A+,A,C,B,6.9,C,A,B,A,A+,A,C+,B,A,9.7,,C
Student_123,67.09,68.59,B,C+,A+,C,A+,C,A+,C+,C,C+,9.43,B,B+,B+,B+,C,C+,A+,B,A,6.65,B,A,B,C,C+,C+,C,C,A,7.92,B,C,C,A+,C+,A+,C,A+,C,B+,6.41,C+,A+,B+,C,C+,B,A+,8.19,A+,A+,C+,C,C+,B,A,B+,C+,6.86,,B
Student_124,81.89,82.82,B,A+,C,A,B,A,A+,C,B+,A+,8.07,B,C+,A+,B,C,A,B+,A,C+,6.51,A,A+,B,B,A,B+,C,A,C,8.19,B+,A+,B,C,C,C,B+,B,B,C,8.78,A,A,A+,C+,A+,A+,B+,6.11,A,C+,C+,B+,C+,A+,C,B+,B,6.46,,A
Student_125,81.82,69.69,A+,B,C,B,B,A,A+,C,C+,A+,6.15,A,C+,B,A+,A,B+,A+,A+,C,6.54,A,C+,B,C,A,B,B+,C,C+,7.92,C+,C+,A+,C,C+,B,C,A+,B,B,7.35,A,A+,B,C+,B,C+,B+,8.33,C+,C,A+,C,A+,B,B,A+,C+,8.81,,A+
Student_126,82.49,66.94,A+,C,C+,A,B,B,C+,A,A+,A,9.41,B+,A,B+,B+,C,B,C,C,A+,8.45,C,B,C,B+,A+,C,A,C+,A+,8.64,B+,C,B,B,B,A+,C+,B+,A,C+,7.24,C+,C,C+,B,C+,B,C+,6.5,A+,B+,C+,A,C+,C,A+,A,B,8.97,,C
Student_127,62.05,74.77,A,A,A,B,A,B+,B+,B+,A+,A+,6.72,A+,A,A,B,C+,B+,C,C+,B,8.99,B+,C,A+,C,A+,C+,C,C,C+,7.58,B+,A,C+,B+,B,A,C+,A+,C,B+,9.04,C+,A+,C+,C+,C+,C,B,9.08,C,B,A+,C,A+,C,B,A,C,9.58,,C+
Student_128,81.23,69.53,C,B,B,C,C,C,B,A,C+,A,9.53,B+,C,C,A+,A+,B,C+,A+,A+,9.73,B,A,A,C+,C+,C,C,C,B,8.87,A+,C,A+,A+,B+,C+,B+,A+,B,A+,7.9,B+,C+,A+,A,C,B,C,8.99,C+,C+,C,C,A+,A+,A+,B,C+,7.13,,A+
Student_129,61.33,80.29,A+,A,A+,A+,C,A,A+,C+,B+,C,9.53,A+,A+,C,A+,B,A,C+,C,A,9.44,C,B+,A,C+,A,C,A,B,B,7.03,C+,B+,C+,B+,A+,A,C,C+,A,A+,9.63,A+,A,C,C,B,A,A+,8.39,B+,A,B,A,B+,A+,A+,A,B+,6.86,,C
Student_130,85.92,61.3,A,A,B+,A,A,A,C+,A,A+,C,7.48,B,C,A,B,C,B,A,A,A,9.46,B+,C+,B+,A,C,A+,C,C,C,8.77,B+,C+,C+,A+,B+,C+,B,B,B+,C+,6.63,B+,C+,B,C+,B,B+,A,7.46,C+,C,C,B+,A,C+,A+,C+,C+,8.81,,A
Student_131,78.94,91.5,A,C+,B,C,B+,A,B,B+,C,A,7.97,B,C,B+,A+,B,C,B+,B+,C+,9.53,A,B,B,C+,C,A,C+,A+,A+,8.84,A,A+,C+,C,C,C+,B,C,A+,B+,6.31,B+,C,A,B+,B,A,B+,6.38,B+,C+,A+,A,C,A+,B+,B,A,8.33,,B+
Student_132,76.23,82.72,C,A+,B+,A,A+,C,A,C+,C,C+,7.2,A+,C+,C+,A+,C+,A,A,A+,C,6.76,B,C,B+,B+,A+,C,B+,B+,C+,8.22,C,B,A,C+,C+,C+,B,A,B+,A,8.02,C+,B,C,B,C+,B+,B+,8.27,A+,C+,B,B+,A,B,C+,A,B+,6.36,,A+
Student_133,72.86,74.73,B+,B,A+,A,C+,A+,A,C,A+,B,8.83,C,A+,C+,B+,A,A+,A,C+,C,8.22,C+,A+,C,A+,C,B,B+,A+,A+,7.81,C+,A,A,C+,A,A+,B+,A,B+,C+,9.44,B,A,A+,A+,B,A,C+,6.83,A,B+,B+,A,C+,B+,B,C,B+,8.06,,C+
Student_134,61.69,68.7,A,B,A+,B+,A+,A+,C+,C,B,B,7.65,A,B,C+,B,B+,A+,A,A,A,6.47,B,C+,C+,C+,A+,C+,A,C+,C,7.18,A+,C+,A,C+,B+,B,A,A+,A,A+,6.2,C,B+,B,C,B,C+,C+,9.01,C,C+,A,B,C+,C,C,C+,A+,9.29,,A
Student_135,93.45,70.7,C+,B+,C,B+,B+,B+,C+,A+,C+,C+,7.27,C,A,B,C+,B,A+,B+,B+,B,8.84,B,C+,C,B,A+,C,A,C+,A+,6.1,C,B+,A,A+,C+,C+,B+,C,C,C,6.53,B+,B+,C,A+,A,C+,A+,8.16,C+,C,B,B,C,C,B+,A,B,6.91,,B+
Student_136,78.85,76.35,B,A,A,A,A+,A+,C,C,C+,B,6.91,A+,A+,B,A+,C+,A,B+,C+,B,6.57,B+,C+,B+,A+,A+,A,B,B,B,9.75,B,A,B,C,C,B,C,B+,B+,A,7.03,B,B,C+,A+,A,C+,B,9.63,C,B,A+,B+,B+,B,C+,B+,A,8.76,,C+
Student_137,74.38,88.13,B+,B+,C+,A+,B,A,B+,B+,A+,A+,7.76,A,C+,A+,C,A+,C,C,A,C,7.59,C+,C+,C+,C,C+,C+,C,A,B+,8.57,A,A,C+,C,C,A+,C+,C,A+,A+,7.88,B,A,A+,A,C,A+,A+,6.24,B+,B,C+,B+,B+,B,B+,C,A+,9.52,,A
Student_138,86.77,77.16,C+,A+,A+,C,C+,C,B+,C,B+,B+,8.1,A+,B+,A+,B,C+,B+,C,B+,B+,7.82,A+,C+,C,A+,B+,B,B,A,B,6.15,B+,C+,C,C+,C+,C+,B,C+,C+,A,6.42,C+,A,B,B+,B+,B,A+,8.56,A,A+,A+,A+,C+,B,A,A+,C+,7.39,,B+
Student_139,79.79,85.2,C,A+,A,C+,C+,C,B+,B+,B,A,7.28,C+,C,A+,C+,A+,A,B,A+,C+,7.4,B,A,C+,A+,C+,A,A+,C,A,7.38,B+,A,B,C+,A+,A,A,C+,A+,C+,9.78,C,C,A,A,A+,C+,A,6.91,B+,A,C+,A,A,A,C+,A+,C,6.5,,A+
Student_140,83.15,82.55,A,C,A,B+,A+,C+,B,B+,C,B,9.53,C,A+,C+,C+,B+,A,B+,A+,B,9.77,C+,B+,B+,B+,A+,A,B+,A,A,8.93,C,A+,B,A+,A+,B,C+,B+,A,A,7.96,C,C,B+,A+,B,C,A,6.67,B+,B,C,C+,C,C+,B+,A+,A,6.09,,A+
Student_141,86.81,94.34,B+,A+,A,B,B,C,C,C+,A+,A,8.38,C+,B,C,C+,C+,A+,A+,A,C,6.24,B+,A+,C,B+,A,A,B,A+,A+,6.19,B,B+,A,C,A,A,B,A,B,C,6.7,A,C,B,B,C,C,A,8.03,A,B+,B+,A+,C+,C,B+,A,C,8.4,,A
Student_142,66.71,80.36,C,A+,C+,B+,C,A,B+,B,B,A,9.78,C,C+,C,A+,A+,C,B,C+,A+,6,B,C+,C,A+,A,B+,A,C,B,8.31,A,C+,C+,A,B+,A+,A,B,A+,A,6.33,C+,A+,B,C,C+,B,A+,9.26,B,C+,C+,B+,C+,C,B+,A,C+,7.57,,C+
Student_143,60.06,78.23,C+,A+,A,A,C+,B,A+,C,B+,A,7.2,A+,C+,B,A+,C+,C+,B+,B,A,6.36,A+,C+,A+,A,B+,B+,A,C,C+,6.74,A,C,A+,C,A+,C,B+,A+,A,A,8.65,C,B+,A+,B,B+,A+,B+,9.08,C+,C,B+,A,B,C,C+,B,B,9.19,,B
Student_144,65.73,66.97,C,A,B,C,C+,A,C+,B,A,B+,9.38,B+,A+,B,B+,B+,B,C,A+,A,6.3,C,A,C+,B,A,A,A+,A,A+,9.46,B,A,C,B+,C,A,C+,C+,B+,C+,7.51,C,B,B,C,C,C,C+,6.38,C+,C+,A,A+,C,A+,C,B+,B,8.55,,A+
Student_145,65.41,88.28,B+,C+,A,C+,C,A,C,C,A+,B+,6.12,C,A+,C+,C,A,C+,B+,A,A,7.75,A+,B,B,C+,B,C+,A,B+,B,8.27,C+,B,C,C,C,A+,B+,C+,A,B,6.04,B+,B+,C+,C+,B+,C,C,7.16,C,B+,B+,B+,A,C,A+,C+,A,6.71,,A
Student_146,77.52,85.35,A+,A,C,A+,A+,C+,C,B+,A,A,7.69,A+,B+,B,B,A,C+,A,B+,B,6.74,B,B,A+,C+,A,B+,C,A,A,6.02,B+,C+,C+,A+,C+,A,B+,B,C+,C+,8.9,A,A+,C,B,A,A,A,9.06,B,A+,B+,C+,C+,C,A,C,B+,7.82,,B+
Student_147,92.79,79.29,A,C+,B,C,A+,C,C,C,B,B,9.69,B,A,B,A+,A+,A+,C+,C,B,9.49,B+,B+,C+,C,A,B,B,C+,B+,9.75,C,B,A,B+,B,C+,B+,C+,C+,C,9.16,B,B,C,A,C+,B+,A+,9.72,B,C+,B,A+,A+,B+,A,A+,C,7.09,,C
